rowNumber,customerId,surname,creditScore,geography,gender,age,tenure,balance,numOfProducts,hasCrCard,isActiveMember,estimatedSalary,exited,Latitude,Longitude
5385,15679813,Ellis,727,Spain,Male,28,1,0,1,1,0,40357.39,0,43.57747596,-1.844318466
5386,15681410,Korff,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1,53.9726491,11.91665658
5387,15668283,Gardiner,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,47.19285848,4.75807691
5388,15624072,Kiernan,669,Spain,Male,22,10,0,2,1,0,176163.74,0,40.49213163,-1.897568206
5389,15669664,Thompson,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1,53.74492042,13.96064315
5390,15682728,Mathews,774,France,Female,32,4,0,2,0,0,114899.13,0,49.9865809,3.340015924
5391,15573851,Macrossan,735,France,Female,38,1,0,3,0,0,92220.12,1,50.15244154,1.19148262
5392,15733661,Illingworth,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0,43.91732036,-2.542599353
5393,15710012,Bowen,738,Spain,Male,44,2,0,2,1,0,43018.82,1,41.07254348,-3.030231403
5394,15763327,Craig,835,France,Male,32,8,124993.29,2,1,1,27548.06,0,47.69980653,2.511045549
5395,15668853,Menhennitt,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0,41.64890899,1.471977068
5396,15639303,Moore,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0,54.61979157,11.6075113
5397,15691011,Shoebridge,591,France,Male,42,9,161651.37,2,1,1,131753.97,0,47.65320911,4.462199584
5398,15638513,Palermo,723,France,Female,40,7,142856.95,2,0,0,38019.74,0,47.92643173,3.820252615
5399,15648933,Reilly,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1,51.7535373,12.60724707
5400,15628904,Bowen,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0,43.29821477,-1.562675658
5401,15644788,Fyodorov,731,France,Female,30,5,0,2,1,0,189528.72,0,47.45020435,3.099595848
5402,15598161,Clements,654,France,Male,47,10,0,2,1,0,170481.98,0,49.2255953,4.719202498
5403,15745624,McKenzie,828,France,Male,37,4,0,2,1,0,94845.45,0,49.6103855,4.132367628
5404,15733169,Craig,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,40.3602173,-1.626372613
5405,15801417,Iloerika,657,France,Male,37,4,82500.28,1,1,1,115260.72,0,46.44134267,6.00380084
5406,15592707,Dolgorukova,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,53.6624462,12.08831139
5407,15593954,Eva,516,France,Female,47,6,109387.33,1,0,0,121365.45,0,46.62014609,4.899295451
5408,15714431,Yeh,561,France,Male,37,1,100443.36,2,0,1,101693.73,0,48.98465489,2.417462799
5409,15638257,P'an,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0,39.86205402,-0.922899103
5410,15690939,Howe,575,Spain,Male,28,7,0,1,1,1,10666.05,0,42.21114038,-0.580026121
5411,15723613,Jenkins,623,France,Female,28,4,0,2,1,0,41227.67,0,49.47701359,1.325536907
5412,15813640,Shih,642,France,Female,40,7,0,2,1,0,10712.82,0,49.36920896,2.748252557
5413,15707322,Nnamdi,779,France,Female,48,2,115290.27,1,0,0,98912.69,1,47.84865971,3.66801649
5414,15588918,Mitchell,671,France,Female,42,6,0,2,1,0,197202.48,0,48.33345785,3.67899096
5415,15600357,Findlay,495,France,Female,40,1,140197.71,2,1,0,150720.39,0,47.25384814,3.997175432
5416,15747014,Pisani,850,France,Female,28,1,105245.34,1,0,1,74780.13,0,49.66074042,3.779294842
5417,15809830,Belisario,630,France,Male,50,8,0,2,0,1,79377.45,0,47.98662992,1.982963652
5418,15662245,Pomeroy,588,France,Male,32,1,0,2,1,1,8763.87,0,48.56621779,3.622798031
5419,15651075,Ibrahimova,562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0,52.71025287,11.86002613
5420,15594456,K?,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,41.17446313,-1.880935189
5421,15583462,Graham,695,France,Male,28,5,171069.39,2,1,1,88689.4,0,46.60461495,2.526460926
5422,15757661,Trevisano,589,France,Female,39,7,0,2,0,0,95985.64,0,48.9164396,3.207341585
5423,15729117,Trevisano,607,France,Female,31,1,102523.88,1,1,1,166792.71,0,48.66560534,4.270475103
5424,15749671,K?,794,France,Male,35,6,0,2,1,1,68730.91,0,48.18865777,3.95108012
5425,15566253,Manning,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,50.44854962,12.43936277
5426,15595153,Tucker,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,53.11377089,11.43688018
5427,15698572,Schaffer,636,Spain,Female,36,1,0,1,1,0,43134.58,0,42.91548943,-1.187841113
5428,15674149,Esomchi,599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0,53.32350325,11.33479508
5429,15623082,Ch'ang,507,France,Female,35,2,0,2,1,0,97633.93,0,48.23124046,4.238205572
5430,15797905,Walker,682,France,Female,48,7,0,2,1,0,65069.03,0,48.41591264,4.154651149
5431,15746028,Chu,714,France,Female,24,7,0,2,1,0,166335,0,47.74468509,3.199231205
5432,15582951,Crawford,696,France,Female,25,8,126442.59,1,1,0,121904.44,0,47.08131064,4.785118838
5433,15616471,Milne,599,Spain,Male,51,0,0,1,1,1,175235.99,0,39.86466514,-2.264723348
5434,15641575,Anenechukwu,577,France,Male,37,2,127261.35,1,1,0,56185.05,0,47.73642032,3.395403358
5435,15638803,Donaldson,733,Spain,Female,32,5,0,2,1,0,131625.14,0,43.08808745,-2.377465027
5436,15808283,Kelly,647,France,Female,33,4,0,1,1,0,152323.04,0,49.2722345,3.016627156
5437,15811200,Ts'ao,831,France,Female,34,2,0,2,0,0,165840.94,0,49.21491267,3.161985654
5438,15733476,Gonzalez,543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0,53.45937784,12.23999729
5439,15633274,Tai,679,France,Male,34,7,160515.37,1,1,0,121904.14,0,50.06013376,3.649423449
5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,53.17734764,14.30409002
5441,15807269,Milanesi,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1,52.45877795,12.30662829
5442,15602979,Lin,751,France,Male,29,1,135536.5,1,1,0,66825.33,0,48.28024663,4.22256525
5443,15660417,Lambert,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1,53.2198391,10.91784603
5444,15590199,Temple,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0,42.6637933,-1.564369649
5445,15641794,Ridley,698,France,Male,33,5,135658.73,2,0,1,39755,0,46.45866274,4.069389557
5446,15779174,Young,451,France,Female,36,2,0,2,1,1,180142.42,0,49.03558316,3.326456203
5447,15785547,Slye,665,France,Male,28,8,191402.82,2,1,0,83238.4,0,48.19520611,1.892668889
5448,15795124,Pan,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,55.42212838,11.76607013
5449,15718912,Hsueh,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,51.69015866,11.03865576
5450,15592028,Roberts,549,France,Female,46,7,0,1,1,1,109057.56,0,47.95326496,4.909303936
5451,15580227,Moss,803,France,Male,33,6,0,2,1,0,115676.61,0,49.52531046,3.821132571
5452,15657830,Andrews,663,France,Male,43,4,87624.03,2,1,0,149401.33,0,47.29703666,5.418989705
5453,15798256,Takasuka,558,France,Female,45,1,153697.53,2,0,0,89891.4,1,49.34610843,4.299759267
5454,15643819,Dawson,714,France,Female,25,4,0,2,0,0,82500.84,0,47.32949752,4.569667502
5455,15754301,Bruche,704,France,Male,39,5,0,1,1,0,6416.92,0,47.55072007,4.744291786
5456,15726855,Oliver,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,52.65027082,12.3818036
5457,15755225,Ryan,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0,52.90894527,9.518167797
5458,15725221,Sabbatini,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0,51.75043222,11.18120671
5459,15789055,Watt,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0,42.37581824,-2.887872447
5460,15617507,Wilson,530,Spain,Female,36,7,0,2,1,0,80619.09,0,42.25495476,1.59903554
5461,15668894,Abramova,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0,55.07558815,11.50071886
5462,15589563,Purdy,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0,43.21114947,-0.628693057
5463,15693162,Higgins,694,France,Female,29,5,99713.87,1,0,0,112317.89,0,46.89612753,3.855056424
5464,15750099,Marshall,731,France,Female,36,6,0,1,0,0,152128.36,0,48.3707243,6.101470309
5465,15795540,Reye,556,France,Female,36,2,134208.22,1,0,1,177670.57,0,47.57129091,1.997395887
5466,15794941,Chibueze,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0,52.40272888,13.93323928
5467,15611848,Kwemtochukwu,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0,53.09069954,10.67597186
5468,15581237,Biryukova,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,43.47181197,0.50887469
5469,15738150,Chidozie,591,France,Male,45,5,0,2,1,1,155492.87,0,45.31546488,2.427227603
5470,15678571,Barber,723,France,Male,21,4,0,2,0,0,24847.02,0,49.10439012,4.225701754
5471,15736124,Thompson,617,France,Male,25,1,102585.88,2,1,1,115387.4,0,47.39972953,5.035781737
5472,15623202,Maslov,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,52.07324187,10.81941619
5473,15804201,Jones,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0,53.19280131,12.1174087
5474,15596863,Chidumaga,787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0,52.59904868,13.83762268
5475,15696277,Hs?,651,France,Female,34,9,0,2,1,0,138113.71,0,47.06646684,4.069300981
5476,15748608,Trentini,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0,52.65555627,11.798666
5477,15723864,Lucas,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,41.8848694,-3.310594095
5478,15802390,Willoughby,724,France,Female,34,2,0,2,1,1,118863.38,0,47.68725601,3.722205115
5479,15774336,Jamieson,648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0,53.31191707,11.39167781
5480,15648766,Robertson,569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0,43.50455721,-2.811607593
5481,15659094,Ojiofor,765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0,53.33072854,10.98172159
5482,15606397,Cameron,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,52.35065949,9.353108819
5483,15642619,Mayne,603,Spain,Male,46,2,0,2,1,0,174478.54,0,40.61387974,-1.393459684
5484,15666032,Mancini,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0,42.58739814,-2.857339871
5485,15595842,Paramor,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1,52.1949625,13.1387394
5486,15753837,Young,573,Spain,Male,38,4,0,2,1,1,196517.43,0,42.64480808,-2.591252303
5487,15783882,Daly,771,Spain,Female,41,5,0,2,0,1,92914.67,0,40.92113937,-0.64437803
5488,15799790,Carter,763,France,Male,35,9,0,1,1,1,31372.91,0,48.72440184,4.63493884
5489,15628155,Dike,410,France,Female,35,7,117183.74,1,1,1,109733.73,0,46.58762301,4.216151764
5490,15703778,Hughes,728,France,Male,33,8,129907.63,1,0,1,36083.96,0,50.13927616,3.865858313
5491,15722322,Green,655,Spain,Female,78,2,0,2,0,1,188435.38,0,43.35218981,-1.60772908
5492,15639278,Chinomso,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,51.87966145,12.41961143
5493,15568487,Gorshkov,712,France,Male,35,7,124616.23,1,1,1,69320.97,0,46.08140952,4.682720027
5494,15682084,Chinomso,680,France,Male,31,9,0,2,1,0,36145.53,0,49.21974308,3.435213576
5495,15642821,Ijendu,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,42.75243581,-1.760288706
5496,15601387,Yen,721,France,Male,35,10,0,2,1,0,71594.26,0,49.38248558,3.038578548
5497,15642515,Arcuri,620,France,Female,42,1,0,2,0,1,65565.92,0,47.06313209,2.332028328
5498,15710421,Baresi,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,42.53337507,-1.261979794
5499,15726774,Field,563,France,Male,35,3,106250.72,1,0,0,39546.32,0,46.46227874,2.861773247
5500,15649078,Christian,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0,51.58841269,12.53218185
5501,15641877,Ross,681,France,Male,47,9,97023.21,1,1,1,2168.13,0,50.08224951,5.556459128
5502,15796496,Trevisani,631,France,Female,31,8,137687.72,1,1,0,190067.12,0,48.16246878,4.371241781
5503,15815690,Akabueze,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,42.84892759,-2.216003501
5504,15631739,Dunn,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,42.26490725,-2.039951856
5505,15625584,Martin,786,France,Male,32,2,120452.4,2,0,0,79602.86,0,47.03694707,3.690643407
5506,15802466,Donaldson,534,France,Female,53,7,0,2,1,1,80619.17,0,48.84603069,5.75021561
5507,15697028,McClinton,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,41.52039467,-3.283468776
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,47.08105227,-0.98145296
5509,15567442,Ibezimako,656,France,Female,75,3,0,2,1,1,1276.87,0,48.35484191,5.050085187
5510,15746805,Thomson,597,France,Male,33,9,0,2,1,0,49374.82,0,48.96025324,1.338451015
5511,15636330,Ch'in,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,53.09117873,12.68210835
5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0,52.9403992,13.79491333
5513,15653784,Solomina,627,France,Male,37,2,125190.86,1,0,1,84584.69,0,47.95588918,4.672307471
5514,15693543,McDonald,708,France,Female,33,8,0,2,0,1,15246.83,0,48.97178457,3.852846023
5515,15773283,Dennis,641,France,Male,65,6,38340.02,1,1,0,32607.77,1,48.3973462,2.849627732
5516,15742534,Faulk,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0,52.5762277,12.71093199
5517,15569878,Dale,592,France,Male,37,3,96651.03,1,1,1,3232.82,0,49.77704387,5.009551265
5518,15729454,Gorbunov,465,France,Male,33,8,0,2,1,0,177668.55,0,49.03181712,5.646469338
5519,15578375,Farrell,628,France,Male,39,6,0,2,0,0,134441.6,0,47.14638831,2.789926257
5520,15785559,De Luca,678,France,Male,43,1,133237.21,1,1,0,111032.79,1,49.32293639,5.405249303
5521,15649414,Walker,570,France,Female,61,6,142105.35,1,1,1,45214.04,0,49.38823916,4.04411092
5522,15701605,Forster,815,France,Male,37,1,166115.42,1,1,0,67208.3,0,49.74028747,4.529225735
5523,15686696,Brown,817,France,Female,37,6,81070.34,2,1,0,80985.88,0,47.62671002,3.787480257
5524,15625586,Monaldo,717,France,Male,35,4,0,1,1,1,167573.06,0,45.87173695,3.870017583
5525,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0,49.88299156,4.110655022
5526,15782993,Pan,624,France,Male,51,10,123401.43,2,1,1,127825.25,0,46.73851156,3.498291427
5527,15774382,Longo,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0,54.37366184,13.09795756
5528,15689602,Findlay,698,France,Male,38,2,130015.24,1,1,1,41595.3,0,47.53523228,4.99077315
5529,15756155,Fu,645,France,Male,32,4,0,2,0,1,97628.08,0,50.64596434,5.09362808
5530,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0,48.99441063,4.134617531
5531,15736043,Hamilton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0,47.24571151,5.907232307
5532,15696744,Miller,705,France,Female,31,3,119794.67,1,0,0,182528.44,0,48.68007393,5.312158496
5533,15602572,Hsing,720,France,Male,33,9,0,2,1,1,142956.48,0,47.80220233,4.68987915
5534,15674765,Mitchell,553,Spain,Male,44,4,0,1,1,0,10789.3,0,43.33002231,-2.076968767
5535,15678725,Chamberlin,658,France,Female,29,8,0,2,0,1,130461.09,0,47.30898925,3.431204473
5536,15694444,Buttenshaw,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,53.48164678,14.003209
5537,15795878,Anayochukwu,636,Spain,Male,45,3,0,2,1,1,159463.8,0,43.23875445,-4.220768748
5538,15735346,Wallace,527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0,53.62466415,10.75121217
5539,15687094,Calabresi,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0,53.42127754,12.30327455
5540,15790067,Sun,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0,41.6404665,-0.653566671
5541,15605742,Tuan,737,France,Male,43,0,80090.93,1,1,0,39920,1,47.09667858,4.030904348
5542,15566740,Nazarova,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0,40.89038742,-1.143040599
5543,15664897,Bryant,682,France,Female,35,2,181166.44,1,1,1,63737.19,1,49.69164757,3.347567011
5544,15585777,Pai,710,France,Male,38,3,130588.82,1,1,1,154997.64,0,48.95835972,3.361447233
5545,15650864,Power,507,France,Male,42,6,0,2,1,0,34777.23,0,48.52567164,4.733601529
5546,15806709,Hao,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0,52.90264483,10.8664061
5547,15633818,McMillan,786,France,Male,32,9,0,2,1,0,133112.41,0,46.13113991,3.365411295
5548,15713845,Merrett,688,France,Male,38,7,148045.68,1,1,0,175479.92,1,47.81802282,2.867937092
5549,15639662,Phillips,710,France,Male,38,2,0,2,1,0,96.27,0,48.78767669,5.20629928
5550,15567013,De Luca,779,Spain,Male,33,3,0,2,1,0,30804.68,0,42.84483585,-1.75985717
5551,15777784,Tu,733,France,Female,44,6,168165.84,1,0,1,197193.49,0,46.93029934,3.363645515
5552,15800251,Elder,583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0,52.53257982,12.96605273
5553,15651315,Dilke,627,France,Male,41,3,0,2,1,0,132719.8,0,48.45913792,3.802220519
5554,15651450,Panicucci,666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0,54.24789981,13.67684659
5555,15784218,Mason,620,Spain,Male,38,0,0,2,1,1,38015.34,0,42.62331003,-0.154105472
5556,15572398,Townsend,614,Spain,Female,39,6,0,2,1,1,164018.98,0,42.03697091,0.396575616
5557,15707962,Gunson,606,France,Male,40,6,119501.88,2,1,0,46774.94,0,47.54539377,2.427334041
5558,15705663,Milano,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,55.6236538,10.66942676
5559,15645355,Macleod,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1,53.22978719,11.69739111
5560,15729557,Olisaemeka,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1,51.24919008,13.34853093
5561,15631436,Gleeson,564,France,Male,35,4,0,1,1,0,158937.55,0,49.10921026,3.695505633
5562,15583073,Martin,771,Spain,Female,56,2,0,1,1,1,25222.6,1,43.41689122,-2.645168014
5563,15614361,Liao,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,41.27201739,-1.165782776
5564,15724684,Sung,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0,41.79909357,-1.042937265
5565,15700083,Lai,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0,43.17979644,-0.863926033
5566,15636541,Cartwright,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0,52.66799226,9.93569363
5567,15796015,Wu,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0,52.47795968,12.93201974
5568,15787222,Ch'in,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0,53.68076393,13.24741641
5569,15594270,Biryukov,693,France,Male,38,7,198338.77,2,1,1,14278.18,0,49.64030254,4.005481741
5570,15701524,Ting,709,France,Male,36,0,0,2,1,0,46811.77,0,47.54894396,4.418770869
5571,15645847,P'eng,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,52.26522225,9.283481672
5572,15708867,Niu,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,42.96002011,-2.865905183
5573,15613140,Mellor,565,France,Male,34,6,0,1,1,1,63173.64,0,49.55745411,3.730490763
5574,15628893,Power,681,France,Male,29,8,0,1,1,0,66367.33,0,47.48674604,4.9130615
5575,15764073,Arcuri,503,Spain,Female,36,9,0,2,1,1,16274.67,0,40.53723438,-2.869048187
5576,15782879,Lang,656,France,Male,40,2,0,2,1,1,180553.48,0,46.60689724,3.550469091
5577,15635964,Eve,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,55.60913471,11.98205058
5578,15726087,Ch'in,592,France,Female,62,5,0,1,1,1,100941.57,0,49.20888571,5.75651766
5579,15726313,Napolitani,687,Spain,Female,50,5,0,2,1,0,110230.4,0,44.68912256,-0.088684049
5580,15578073,Barker,686,Spain,Male,22,8,0,2,0,0,142331.85,0,41.72828214,-2.633527605
5581,15786249,Whitfield,616,Spain,Male,30,2,0,2,1,0,199099.51,0,41.31057046,-1.082338754
5582,15812850,Stradford,494,Spain,Male,67,5,0,2,1,1,85890.16,0,40.23786516,-3.672247506
5583,15596972,Brownlow,534,France,Male,38,3,0,1,0,0,143938.27,0,49.2214574,6.357775531
5584,15620579,Dunn,695,Spain,Female,31,8,0,2,0,1,131644.41,0,43.00026381,-4.571266135
5585,15768270,DeRose,579,Spain,Female,31,9,0,2,1,0,112395.98,0,41.71348843,-1.235554119
5586,15656597,Wang,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0,52.27395135,13.84595732
5587,15699446,Hobbs,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0,52.59206355,10.88358467
5588,15615004,Anderson,730,France,Female,37,1,0,2,1,1,124364.63,0,46.55106558,5.92735717
5589,15704771,Ugochukwu,593,France,Female,35,6,133489.12,2,1,1,78101.29,0,48.03497899,3.302853045
5590,15588372,Kirsova,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,54.20279997,13.2496957
5591,15681439,Tsou,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0,54.40190695,13.13500648
5592,15607509,Ozerova,539,France,Male,38,5,0,2,1,0,47388.41,0,46.82924415,4.939178301
5593,15670343,Li,576,Spain,Male,19,6,0,2,0,0,72306.07,0,41.42022486,-0.474883158
5594,15597968,Fyans,617,Spain,Male,50,7,0,1,1,0,184839.7,1,42.00422744,-1.853498582
5595,15658432,Freeman,688,France,Male,40,6,0,1,1,1,47886.44,0,47.05367659,5.510403902
5596,15616431,Chiu,608,France,Male,33,4,0,1,0,1,130474.03,0,48.40252095,4.05990273
5597,15796957,Iadanza,597,Spain,Male,35,9,0,3,0,1,73181.39,1,42.12492703,-1.591948253
5598,15815552,Ferguson,670,France,Female,42,6,112333.63,1,1,1,65706.86,0,49.74707824,3.546545704
5599,15631871,Kelly,616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0,54.25597437,11.46640028
5600,15635870,She,579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,53.60182002,12.85289906
5601,15596713,Christie,786,France,Male,37,7,165896.22,2,1,1,66977.68,0,48.13612323,3.524360915
5602,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0,41.6577022,-1.812131394
5603,15760521,Thompson,796,France,Female,50,1,94164,1,1,1,189414.74,0,50.28157967,4.975301529
5604,15608408,Lazareva,598,Spain,Male,39,1,0,2,1,0,159130.32,0,41.10466716,-1.200187534
5605,15804721,Boni,602,France,Male,49,0,191808.73,1,0,0,97640.2,0,49.1629472,3.228810262
5606,15730272,Evseev,619,France,Male,58,5,152199.33,1,1,1,86022.09,0,46.88488863,2.71818556
5607,15741988,Marino,492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1,50.52616208,11.55334058
5608,15771728,Mackenzie,641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0,52.08795285,10.70616999
5609,15605113,Sutherland,518,France,Female,27,1,133801.49,1,1,1,143315.57,0,46.86733053,3.493870841
5610,15661945,Nicolay,623,Spain,Female,40,4,0,3,1,0,31669.18,0,44.07738609,-2.633773357
5611,15783816,Lori,733,France,Female,28,5,0,2,0,0,12761.16,0,47.8027156,3.006899051
5612,15721207,Piazza,625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0,52.45524552,10.11012785
5613,15764072,Somerville,759,France,Female,31,1,109848.6,1,1,1,42012.55,0,49.11049724,2.092928679
5614,15689412,Christie,604,France,Female,32,7,127849.38,1,1,0,15798.7,0,48.07522454,4.883626418
5615,15798385,Grave,512,Spain,Female,46,3,0,2,1,1,56408.14,0,41.54531238,-2.322701357
5616,15775339,Lori,520,France,Female,29,8,95947.76,1,1,0,4696.44,0,46.15185736,4.522868184
5617,15585256,Iloerika,805,Spain,Male,26,2,0,2,1,1,25042.1,0,41.54171458,-5.07436948
5618,15797329,Muir,626,France,Male,43,4,137638.69,1,1,0,130442.08,1,47.76290484,1.745133857
5619,15780220,Pauley,656,France,Male,38,10,0,1,1,1,136521.82,0,48.85029336,4.844378211
5620,15648951,Kao,785,Spain,Male,41,7,0,2,1,1,199108.88,0,42.62144372,-1.031854496
5621,15752409,Grant,553,France,Male,31,6,0,2,0,0,124596.63,0,47.90524798,2.363815245
5622,15807524,Chukwuma,569,France,Female,44,4,0,2,0,0,134394.78,0,49.46258832,5.536286069
5623,15766649,Vincent,670,France,Male,38,10,89416.99,1,0,0,144275.39,0,46.86585119,5.797154276
5624,15696812,Lazareva,586,Spain,Male,42,6,0,2,1,1,123410.23,0,40.98201046,-4.597632182
5625,15581295,Ch'ien,617,Spain,Female,45,1,0,1,1,0,143298.06,0,43.11784217,-0.693771656
5626,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0,48.9661382,4.660065698
5627,15741417,Chibuzo,624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,42.36731729,-1.899696755
5628,15695174,Chang,654,France,Male,29,4,132954.64,1,1,1,146715.07,0,46.88492377,1.568430526
5629,15665168,Calabrese,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,53.64761308,11.95483526
5630,15601503,Tokaryev,578,Spain,Male,28,4,0,2,0,0,6947.09,0,42.73140169,-1.457083234
5631,15706131,Logan,621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0,40.86758855,-1.356789131
5632,15782758,Ozerova,632,France,Male,40,5,147650.68,1,1,1,199674.83,0,50.56959369,2.512757369
5633,15591091,Goering,644,France,Male,44,5,73348.56,1,1,0,157166.79,1,47.56605424,3.989973519
5634,15715877,Lo,821,France,Male,28,2,0,2,1,0,46072.52,0,48.62638544,3.008712007
5635,15756918,Simmons,754,France,Female,38,2,0,2,0,0,3524.69,0,47.58535361,4.463545216
5636,15746662,Maduabuchim,568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,43.72631374,-1.190616476
5637,15626679,Linger,584,France,Male,33,3,0,2,0,1,59103.13,0,47.07409968,3.837709127
5638,15793343,Yeh,549,France,Female,29,8,0,2,1,1,189558.44,0,49.92367192,2.829629079
5639,15576774,Stevenson,729,France,Female,38,7,0,2,0,0,45779.9,0,47.47717529,5.805163888
5640,15801316,Ifeatu,523,France,Male,61,8,66250.71,1,1,1,21859.06,0,48.22299533,2.330305634
5641,15800514,Kenechukwu,477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,54.3214586,12.90781458
5642,15662232,Learmonth,675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0,51.81146457,12.07513455
5643,15737778,Dickson,782,Spain,Female,41,4,0,1,1,0,132943.88,0,43.82986907,-1.498866371
5644,15782096,Volkova,616,Spain,Female,36,6,0,1,1,1,12916.32,1,40.01537747,-1.842828524
5645,15783522,Mitchell,738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,43.94712488,-2.914285808
